47658c9cff05caaffd85722b6f81dd163f680f03d4026474a098f966e2f528b3,47658c9cff05caaffd85722b6f81dd163f680f03d4026474a098f966e2f528b3_resptime,6c871093253858350d730f80cfbc5109aa2529d9cda37341989ea8854485663e,6c871093253858350d730f80cfbc5109aa2529d9cda37341989ea8854485663e_resptime,9f7c42b1b5e58255e47691a7b28b08272a9e6a7db596871d300d5ed6a0363e35,9f7c42b1b5e58255e47691a7b28b08272a9e6a7db596871d300d5ed6a0363e35_resptime,875652920ad86e74f898a9dfa1a0a6d75c94f7aa794d3591659111603c7ff872,875652920ad86e74f898a9dfa1a0a6d75c94f7aa794d3591659111603c7ff872_resptime
6232,282,695,43,1602,39,397,1591
5436,282,642,43,2482,39,446,1591
5415,282,681,43,2311,39,600,1591
5011,282,702,43,1513,39,493,1591
5065,282,679,43,2164,39,467,1591
6412,282,734,43,1908,39,586,1591
5560,282,702,43,2154,39,567,1591
5444,282,686,43,1972,39,365,1591
5032,282,735,43,1993,39,651,1591
4981,282,742,43,1987,39,287,1591
6060,282,915,43,1995,39,305,1591
5391,282,732,43,1754,39,575,1591
5333,282,747,43,1562,39,670,1591
4978,282,813,43,1127,39,961,1591
4982,282,762,43,1385,39,1320,1591
6061,282,743,43,1886,39,249,1591
5495,282,864,43,2695,39,647,1591
5402,282,1108,43,1828,39,1154,1591
5062,282,1459,43,1812,39,790,1591
5126,282,1197,43,1457,39,1075,1591
6682,282,879,43,3329,39,789,1591
5407,282,835,43,2792,39,1426,1591
5386,282,864,43,1885,39,1184,1591
5017,282,1257,43,2079,39,688,1591
5001,282,793,43,1636,39,776,1591
6140,282,916,43,1941,39,699,1591
5455,282,840,43,1942,39,1013,1591
5296,282,823,43,1900,39,1296,1591
5036,282,935,43,1890,39,778,1591
5093,282,808,43,1966,39,637,1591
6273,282,840,43,1653,39,720,1591
5643,282,1182,43,2427,39,793,1591
5425,282,988,43,2468,39,431,1591
5080,282,1331,43,1532,39,673,1591
5088,282,795,43,2258,39,865,1591
6484,282,823,43,1844,39,423,1591
5591,282,886,43,2061,39,558,1591
5429,282,1217,43,2056,39,667,1591
5104,282,1519,43,1784,39,522,1591
5012,282,4634,43,1960,39,668,1591
6162,282,3520,43,1999,39,541,1591
5438,282,2048,43,1733,39,609,1591
5350,282,1598,43,1935,39,610,1591
5026,282,1402,43,1310,39,522,1591
5090,282,1419,43,1364,39,461,1591
6103,282,1068,43,1876,39,375,1591
5508,282,1277,43,2528,39,345,1591
5391,282,2191,43,1906,39,439,1591
5075,282,1262,43,1642,39,530,1591
5200,282,1743,43,1745,39,511,1591
8180,282,1428,43,3402,39,477,1591
5593,282,1383,43,2817,39,263,1591
5399,282,1287,43,2126,39,542,1591
5047,282,923,43,2077,39,172,1591
5120,282,942,43,1658,39,483,1591
6277,282,1666,43,1907,39,461,1591
5577,282,864,43,1938,39,346,1591
5351,282,805,43,2085,39,555,1591
5086,282,847,43,1713,39,581,1591
5190,282,2685,43,1777,39,602,1591
6340,282,1781,43,1583,39,551,1591
5615,282,1744,43,2238,39,542,1591
5450,282,810,43,2490,39,530,1591
5065,282,880,43,1544,39,501,1591
5209,282,2030,43,2124,39,394,1591
6518,282,1116,43,1958,39,477,1591
5708,282,1324,43,2062,39,742,1591
5466,282,923,43,1998,39,688,1591
5070,282,878,43,1801,39,736,1591
5102,282,898,43,1887,39,502,1591
6194,282,1325,43,1985,39,713,1591
5593,282,849,43,1822,39,728,1591
5414,282,916,43,1835,39,472,1591
5045,282,929,43,1265,39,2190,1591
5144,282,1107,43,1416,39,2316,1591
6245,282,1019,43,1868,39,1048,1591
5734,282,861,43,2485,39,1320,1591
5451,282,827,43,1882,39,888,1591
5071,282,883,43,1684,39,1094,1591
5252,282,915,43,1524,39,781,1591
6872,282,1032,43,3445,39,1164,1591
5616,282,1013,43,2690,39,1098,1591
5385,282,856,43,2114,39,1655,1591
5068,282,808,43,2224,39,750,1591
5150,282,876,43,1680,39,1223,1591
6276,282,1175,43,1982,39,872,1591
5655,282,926,43,1969,39,575,1591
5319,282,895,43,1861,39,640,1591
5108,282,911,43,1700,39,786,1591
5234,282,711,43,1775,39,790,1591
6392,282,865,43,1577,39,1049,1591
5654,282,891,43,2417,39,2657,1591
5425,282,928,43,2266,39,2939,1591
5116,282,1169,43,1504,39,2702,1591
5201,282,910,43,2201,39,2711,1591
6546,282,974,43,1861,39,2927,1591
5725,282,891,43,2067,39,2402,1591
5421,282,907,43,2059,39,2428,1591
5083,282,853,43,1857,39,2917,1591
5077,282,717,43,1895,39,2447,1591
6251,282,3254,43,1916,39,2523,1591
5589,282,860,43,1806,39,3237,1591
5363,282,959,43,1852,39,3161,1591
5036,282,1132,43,1344,39,1950,1591
5151,282,1215,43,1388,39,1760,1591
6250,282,1368,43,1986,39,2163,1591
5646,282,1436,43,2517,39,2191,1591
5467,282,1211,43,1841,39,2371,1591
5075,282,1224,43,1854,39,1774,1591
5285,282,1170,43,1845,39,1909,1591
8264,282,966,43,3830,39,1629,1591
5590,282,1216,43,2773,39,1967,1591
5473,282,1205,43,1892,39,1627,1591
5003,282,918,43,2101,39,1954,1591
5120,282,747,43,1684,39,1720,1591
6215,282,1499,43,1895,39,1349,1591
5675,282,848,43,2077,39,2353,1591
5394,282,874,43,1893,39,2707,1591
5096,282,1463,43,1690,39,1597,1591
5177,282,849,43,1780,39,1675,1591
6321,282,797,43,1610,39,1815,1591
5600,282,858,43,2473,39,2121,1591
5501,282,811,43,2289,39,2944,1591
5129,282,845,43,1538,39,3139,1591
5167,282,730,43,2165,39,2445,1591
6532,282,924,43,1922,39,2705,1591
5660,282,813,43,2019,39,3017,1591
5531,282,1158,43,2024,39,3212,1591
5113,282,1187,43,1783,39,2846,1591
5048,282,904,43,1890,39,2630,1591
6248,282,1194,43,1933,39,2583,1591
5531,282,860,43,1811,39,3180,1591
5448,282,863,43,1874,39,2721,1591
5050,282,1114,43,1251,39,2826,1591
5140,282,943,43,1451,39,2188,1591
6227,282,796,43,1970,39,1754,1591
5622,282,963,43,2683,39,1958,1591
5457,282,920,43,1829,39,2089,1591
4970,282,2706,43,1836,39,2009,1591
5329,282,1095,43,1521,39,2618,1591
6887,282,818,43,3351,39,3364,1591
5516,282,917,43,2749,39,2795,1591
5456,282,895,43,1970,39,2149,1591
5035,282,2335,43,2097,39,2753,1591
5109,282,2023,43,1713,39,3002,1591
6241,282,1028,43,1943,39,3336,1591
5603,282,831,43,1933,39,3911,1591
5377,282,833,43,1948,39,3756,1591
5104,282,1897,43,1674,39,4518,1591
5151,282,8002,43,1776,39,2945,1591
6363,282,2537,43,1614,39,1890,1591
5581,282,928,43,2388,39,4069,1591
5493,282,962,43,2282,39,4358,1591
5095,282,1320,43,1527,39,4317,1591
5187,282,1309,43,2146,39,4429,1591
6563,282,887,43,1886,39,4854,1591
5638,282,912,43,2117,39,4265,1591
5521,282,1055,43,2003,39,4231,1591
5127,282,1296,43,2000,39,4248,1591
5005,282,790,43,1931,39,3679,1591
6247,282,1887,43,1900,39,3955,1591
5494,282,3090,43,1771,39,4252,1591
5485,282,1590,43,1920,39,3241,1591
5045,282,876,43,1392,39,4960,1591
5065,282,1402,43,1427,39,3799,1591
6257,282,1269,43,2031,39,5189,1591
5568,282,1350,43,2558,39,5230,1591
5510,282,1086,43,1884,39,6209,1591
5081,282,810,43,1675,39,5868,1591
5184,282,840,43,1540,39,6683,1591
8293,282,929,43,3544,39,6377,1591
5576,282,985,43,2827,39,6868,1591
5461,282,963,43,1826,39,5771,1591
5048,282,742,43,2090,39,5976,1591
5064,282,806,43,1734,39,6890,1591
6314,282,1284,43,2033,39,6500,1591
5505,282,809,43,1946,39,6845,1591
5386,282,862,43,1912,39,6675,1591
5058,282,3270,43,1707,39,6742,1591
5102,282,1826,43,1746,39,4893,1591
6297,282,948,43,1557,39,4527,1591
5460,282,903,43,2492,39,5638,1591
5413,282,1020,43,2248,39,5100,1591
5024,282,836,43,1534,39,5250,1591
5068,282,884,43,2157,39,5194,1591
6530,282,903,43,1893,39,5418,1591
5512,282,923,43,1985,39,4976,1591
5543,282,3135,43,2040,39,1198,1591
5089,282,887,43,1960,39,1004,1591
5004,282,869,43,1877,39,4702,1591
6240,282,2248,43,2173,39,4239,1591
5450,282,964,43,1726,39,3633,1591
5479,282,823,43,1841,39,3881,1591
5116,282,1020,43,1275,39,4477,1591
5014,282,927,43,1433,39,4636,1591
6243,282,773,43,1946,39,5112,1591
5484,282,954,43,2584,39,4420,1591
5477,282,762,43,1838,39,5067,1591
5118,282,769,43,1741,39,3273,1591
5091,282,860,43,1493,39,1725,1591
6863,282,826,43,3444,39,2103,1591
5439,282,1544,43,2722,39,2334,1591
5450,282,1539,43,1887,39,2211,1591
5097,282,1163,43,2036,39,1880,1591
5015,282,935,43,1625,39,1657,1591
6264,282,1126,43,1968,39,2180,1591
5478,282,1029,43,1962,39,1280,1591
5412,282,805,43,1959,39,1291,1591
5126,282,1471,43,1702,39,2029,1591
5106,282,1177,43,1771,39,1770,1591
6309,282,11276,43,1565,39,1755,1591
5526,282,1835,43,2458,39,1606,1591
5491,282,1290,43,2292,39,1214,1591
5152,282,1229,43,1485,39,1400,1591
5059,282,1061,43,2214,39,1876,1591
6608,282,1434,43,1930,39,1836,1591
5555,282,2641,43,2003,39,1337,1591
5541,282,2394,43,1970,39,1281,1591
5131,282,4177,43,2198,39,1930,1591
4984,282,2520,43,1940,39,1544,1591
6264,282,4283,43,2080,39,1603,1591
5424,282,1706,43,1756,39,1127,1591
5404,282,925,43,1882,39,1576,1591
5105,282,888,43,1271,39,2550,1591
5024,282,903,43,1449,39,1506,1591
6287,282,871,43,2032,39,1710,1591
5480,282,2662,43,2547,39,1566,1591
5470,282,4519,43,1781,39,1726,1591
5127,282,1805,43,1749,39,1408,1591
5124,282,1358,43,1445,39,1263,1591
8269,282,1050,43,4083,39,1511,1591
5479,282,866,43,2914,39,1621,1591
5402,282,989,43,1939,39,1413,1591
5084,282,1001,43,2199,39,1552,1591
4928,282,908,43,1628,39,1575,1591
6272,282,1448,43,1935,39,1828,1591
5570,282,885,43,1905,39,1631,1591
5344,282,840,43,1955,39,1895,1591
5098,282,956,43,1735,39,1875,1591
5007,282,757,43,1771,39,1757,1591
6376,282,858,43,1651,39,1721,1591
5481,282,890,43,2408,39,3820,1591
5432,282,757,43,2255,39,3801,1591
5123,282,849,43,1537,39,2547,1591
5220,282,789,43,2180,39,2246,1591
6784,282,857,43,1886,39,4101,1591
5629,282,833,43,2272,39,4260,1591
5502,282,854,43,1904,39,4128,1591
5188,282,840,43,1974,39,4553,1591
4902,282,749,43,2068,39,3407,1591
6239,282,1125,43,2035,39,1553,1591
5458,282,821,43,1777,39,1243,1591
5409,282,748,43,1858,39,1110,1591
5524,282,775,43,1406,39,3126,1591
5084,282,793,43,1429,39,4347,1591
6311,282,843,43,1952,39,4777,1591
5597,282,779,43,2546,39,4729,1591
5524,282,822,43,1707,39,4232,1591
5209,282,787,43,1649,39,4404,1591
5189,282,890,43,1392,39,4714,1591
6939,282,963,43,3335,39,4557,1591
5496,282,936,43,2676,39,4640,1591
5511,282,889,43,1876,39,4341,1591
5286,282,799,43,2064,39,4685,1591
5135,282,839,43,1655,39,4545,1591
6305,282,1119,43,2014,39,4666,1591
5544,282,858,43,1904,39,5281,1591
5448,282,756,43,1940,39,5207,1591
5315,282,850,43,1738,39,5065,1591
5153,282,773,43,1748,39,4795,1591
6339,282,903,43,1640,39,3910,1591
5469,282,725,43,2377,39,4465,1591
5537,282,4163,43,2418,39,4445,1591
5329,282,847,43,1490,39,3869,1591
5107,282,818,43,2127,39,4366,1591
6471,282,841,43,1877,39,4173,1591
5552,282,5183,43,2278,39,4291,1591
5534,282,3575,43,1958,39,4548,1591
5358,282,1977,43,2025,39,3743,1591
5050,282,1157,43,2026,39,4282,1591
6183,282,1472,43,2056,39,4455,1591
5301,282,1161,43,1819,39,4620,1591
5502,282,1272,43,1903,39,5177,1591
5234,282,1054,43,1314,39,4200,1591
4960,282,1077,43,1448,39,4482,1591
5967,282,2126,43,1967,39,4266,1591
5258,282,2833,43,2506,39,3713,1591
5377,282,902,43,1856,39,4645,1591
5188,282,1848,43,1674,39,4479,1591
4975,282,1922,43,1523,39,4341,1591
7813,282,1626,43,3462,39,3976,1591
5235,282,1320,43,2823,39,5222,1591
5349,282,937,43,1987,39,4913,1591
5174,282,965,43,1991,39,4872,1591
4920,282,865,43,1650,39,4400,1591
5994,282,2091,43,1968,39,3794,1591
5217,282,945,43,1953,39,4281,1591
5294,282,2671,43,1894,39,4828,1591
5223,282,1857,43,1689,39,4455,1591
4952,282,1257,43,1766,39,3649,1591
6040,282,1238,43,1682,39,4101,1591
5219,282,1565,43,2419,39,4749,1591
5337,282,1137,43,2348,39,4266,1591
5243,282,976,43,1519,39,4583,1591
5484,282,861,43,2294,39,4880,1591
6645,282,874,43,1851,39,4606,1591
5466,282,740,43,2090,39,4569,1591
5493,282,865,43,2081,39,3796,1591
5343,282,845,43,1909,39,3557,1591
5210,282,819,43,2013,39,3789,1591
6293,282,1172,43,2041,39,3469,1591
5346,282,825,43,1754,39,3319,1591
5453,282,827,43,1884,39,3908,1591
5354,282,1370,43,1366,39,4050,1591
5315,282,877,43,1412,39,3371,1591
6233,282,2385,43,1958,39,3099,1591
5412,282,2366,43,2549,39,3862,1591
5492,282,817,43,2074,39,3763,1591
5311,282,1181,43,1772,39,3794,1591
5314,282,968,43,1477,39,3973,1591
6884,282,921,43,3303,39,3745,1591
5347,282,1491,43,2501,39,3755,1591
5378,282,988,43,2051,39,3540,1591
5417,282,1498,43,2023,39,4092,1591
5349,282,1230,43,1681,39,4523,1591
6250,282,1431,43,1988,39,4492,1591
5348,282,819,43,2025,39,3959,1591
5329,282,900,43,1902,39,3784,1591
5327,282,910,43,1666,39,3790,1591
5330,282,821,43,1739,39,2652,1591
6353,282,1333,43,1652,39,2813,1591
5366,282,846,43,2407,39,2713,1591
5431,282,2214,43,2530,39,2081,1591
5357,282,1613,43,1536,39,1890,1591
5435,282,803,43,2121,39,2233,1591
6648,282,854,43,1846,39,2711,1591
5449,282,1086,43,2130,39,2520,1591
5435,282,1258,43,1964,39,2501,1591
5302,282,1095,43,1868,39,2520,1591
5228,282,1249,43,1865,39,2696,1591
6226,282,1062,43,2063,39,2236,1591
5288,282,873,43,1714,39,2542,1591
5420,282,763,43,1786,39,3118,1591
5304,282,919,43,1417,39,2780,1591
5320,282,839,43,1453,39,3093,1591
6197,282,853,43,2041,39,3911,1591
5356,282,799,43,2548,39,3700,1591
5430,282,765,43,1876,39,2720,1591
5357,282,1063,43,1837,39,1366,1591
5383,282,930,43,1568,39,1832,1591
8145,282,1569,43,3741,39,2189,1591
6090,282,1382,43,2890,39,1543,1591
5393,282,983,43,1877,39,2198,1591
5291,282,3289,43,2025,39,2344,1591
5280,282,2571,43,1625,39,3916,1591
6258,282,1874,43,1940,39,3041,1591
5437,282,863,43,1959,39,3601,1591
5369,282,790,43,1919,39,2579,1591
5305,282,852,43,1632,39,2616,1591
5274,282,851,43,1726,39,2987,1591
6950,282,872,43,1722,39,2482,1591
5885,282,829,43,2464,39,1299,1591
5486,282,1046,43,2362,39,2259,1591
5325,282,1246,43,1749,39,1855,1591
5400,282,1065,43,2250,39,2579,1591
6627,282,911,43,1838,39,1847,1591
5456,282,909,43,2088,39,1850,1591
5480,282,907,43,2001,39,1597,1591
5344,282,976,43,1860,39,1737,1591
5176,282,1045,43,1927,39,1456,1591
6254,282,1289,43,2050,39,1409,1591
5327,282,956,43,1735,39,1029,1591
5465,282,1480,43,1831,39,1118,1591
5356,282,867,43,1321,39,1182,1591
5297,282,1006,43,1419,39,2149,1591
6278,282,1217,43,1941,39,1720,1591
5416,282,813,43,2537,39,1508,1591
5477,282,1453,43,1891,39,1747,1591
5310,282,1036,43,1889,39,1136,1591
5299,282,1352,43,1560,39,1857,1591
6840,282,967,43,3210,39,1586,1591
5311,282,825,43,2649,39,2549,1591
5403,282,861,43,1882,39,1239,1591
5287,282,733,43,2169,39,2054,1591
5258,282,906,43,1640,39,1164,1591
6263,282,1426,43,1915,39,1950,1591
5324,282,832,43,1955,39,1552,1591
5346,282,764,43,1915,39,1604,1591
5301,282,764,43,1638,39,1497,1591
5259,282,858,43,1697,39,2053,1591
6291,282,834,43,1681,39,2133,1591
5304,282,793,43,2385,39,1671,1591
5470,282,735,43,2357,39,1593,1591
5276,282,745,43,1581,39,1168,1591
5364,282,835,43,2226,39,1116,1591
6556,282,720,43,1883,39,1101,1591
5425,282,848,43,2107,39,1293,1591
5455,282,709,43,1968,39,1820,1591
5263,282,866,43,1976,39,1772,1591
5156,282,739,43,1999,39,2175,1591
6167,282,884,43,2044,39,1752,1591
5304,282,977,43,1756,39,1777,1591
5424,282,700,43,1888,39,1545,1591
5357,282,854,43,1376,39,1619,1591
5231,282,880,43,1508,39,1702,1591
6170,282,845,43,2030,39,2701,1591
5358,282,865,43,2533,39,842,1591
5517,282,891,43,1905,39,2215,1591
5348,282,864,43,1773,39,1595,1591
5321,282,996,43,1569,39,1128,1591
8162,282,885,43,3465,39,1511,1591
5380,282,937,43,2733,39,1821,1591
5510,282,777,43,1933,39,2171,1591
5303,282,810,43,2091,39,2139,1591
5290,282,874,43,1682,39,1958,1591
6257,282,1170,43,2050,39,1839,1591
5422,282,858,43,1935,39,1754,1591
5386,282,771,43,1922,39,1937,1591
5380,282,717,43,1704,39,1224,1591
5326,282,873,43,1773,39,2048,1591
6282,282,715,43,1713,39,1451,1591
5407,282,804,43,2395,39,869,1591
5517,282,761,43,2343,39,3122,1591
5364,282,757,43,1594,39,3647,1591
5370,282,752,43,2228,39,3539,1591
6592,282,737,43,1811,39,2810,1591
5461,282,793,43,2079,39,1480,1591
5458,282,851,43,1992,39,1559,1591
5386,282,709,43,2094,39,1500,1591
5167,282,897,43,1884,39,2462,1591
6205,282,1590,43,1982,39,1526,1591
5350,282,777,43,1781,39,1028,1591
5468,282,1104,43,1839,39,1381,1591
5308,282,772,43,1376,39,1332,1591
5218,282,711,43,1433,39,909,1591
6257,282,815,43,1987,39,1680,1591
5428,282,740,43,2516,39,1975,1591
5588,282,790,43,1996,39,2612,1591
5248,282,840,43,1798,39,2869,1591
5252,282,1005,43,1555,39,2815,1591
6835,282,975,43,3230,39,3245,1591
5312,282,807,43,2675,39,2688,1591
5457,282,759,43,2032,39,1366,1591
5265,282,655,43,2091,39,1517,1591
5211,282,828,43,1692,39,2394,1591
6221,282,1024,43,1907,39,1700,1591
5326,282,684,43,1936,39,1566,1591
5368,282,795,43,1871,39,1921,1591
5315,282,686,43,1659,39,2129,1591
5257,282,996,43,1778,39,1944,1591
6329,282,960,43,1690,39,2060,1591
5537,282,719,43,2396,39,2648,1591
5702,282,787,43,2394,39,2121,1591
5349,282,670,43,1529,39,2498,1591
5320,282,845,43,2246,39,1969,1591
6589,282,990,43,1876,39,2455,1591
5498,282,1034,43,2073,39,3166,1591
5466,282,1038,43,2026,39,3176,1591
5318,282,773,43,2078,39,2713,1591
5131,282,830,43,1910,39,2190,1591
6150,282,1247,43,2056,39,1784,1591
5308,282,774,43,1722,39,1714,1591
5491,282,912,43,1812,39,1982,1591
5276,282,815,43,1408,39,1258,1591
5204,282,3106,43,1431,39,1645,1591
6240,282,1826,43,1978,39,2179,1591
5421,282,966,43,2488,39,2332,1591
5443,282,1138,43,1917,39,2835,1591
5258,282,1590,43,1841,39,2854,1591
5342,282,1579,43,1646,39,2149,1591
8082,282,1010,43,3351,39,2477,1591
5282,282,981,43,2782,39,1943,1591
5341,282,857,43,1888,39,2303,1591
5324,282,846,43,2067,39,2069,1591
5425,282,846,43,1757,39,1641,1591
6275,282,1173,43,1961,39,1458,1591
5325,282,813,43,2017,39,2271,1591
5346,282,760,43,1899,39,1662,1591
5328,282,700,43,1716,39,1754,1591
5300,282,736,43,1777,39,2607,1591
6286,282,866,43,1681,39,3166,1591
5322,282,733,43,2431,39,2601,1591
5404,282,1082,43,2299,39,1616,1591
5309,282,1197,43,1638,39,2266,1591
5440,282,1576,43,2173,39,1711,1591
6549,282,1151,43,1866,39,1877,1591
5426,282,1682,43,2083,39,1614,1591
5447,282,1030,43,2177,39,1354,1591
5264,282,713,43,1881,39,1532,1591
5341,282,1018,43,1905,39,2348,1591
6351,282,4480,43,1995,39,1897,1591
5336,282,2103,43,1735,39,1161,1591
5484,282,805,43,1793,39,1586,1591
5325,282,807,43,1403,39,1529,1591
5350,282,754,43,1455,39,1711,1591
6233,282,1239,43,1974,39,1482,1591
5411,282,777,43,2560,39,1874,1591
5480,282,872,43,1833,39,1334,1591
5259,282,1145,43,1799,39,1255,1591
5455,282,1423,43,1655,39,1083,1591
6804,282,1096,43,3184,39,1199,1591
5360,282,1368,43,2798,39,1178,1591
5439,282,1139,43,1919,39,1916,1591
5313,282,1087,43,2046,39,2760,1591
5403,282,1265,43,1596,39,2478,1591
6264,282,3082,43,1963,39,2196,1591
5431,282,3600,43,1972,39,1870,1591
5347,282,783,43,1848,39,1021,1591
5283,282,875,43,1738,39,1567,1591
5408,282,1119,43,1811,39,2050,1591
6352,282,5882,43,1695,39,1686,1591
5407,282,1813,43,2395,39,3063,1591
5523,282,883,43,2311,39,2945,1591
5353,282,1224,43,1572,39,2751,1591
5621,282,1408,43,2201,39,2884,1591
6997,282,762,43,2794,39,3039,1591
5429,282,673,43,2297,39,3175,1591
5446,282,1227,43,1834,39,2020,1591
5407,282,750,43,1597,39,3618,1591
5296,282,773,43,2174,39,3746,1591
6208,282,1054,43,2168,39,1902,1591
5300,282,799,43,2137,39,576,1591
5384,282,776,43,1822,39,2399,1591
5276,282,826,43,1339,39,2557,1591
5354,282,752,43,1434,39,1060,1591
6200,282,781,43,1782,39,1804,1591
5392,282,810,43,2331,39,2952,1591
5436,282,858,43,1883,39,2870,1591
5352,282,907,43,1796,39,3694,1591
5468,282,906,43,1608,39,3853,1591
8178,282,932,43,3757,39,3971,1591
5342,282,914,43,3447,39,3083,1591
5369,282,869,43,1972,39,3415,1591
5303,282,826,43,2233,39,3590,1591
5403,282,728,43,1590,39,3281,1591
6247,282,3778,43,2000,39,3286,1591
5348,282,854,43,1973,39,2276,1591
5326,282,697,43,1856,39,3493,1591
5293,282,731,43,1723,39,3305,1591
5385,282,653,43,1744,39,2657,1591
6319,282,696,43,1647,39,2976,1591
5307,282,683,43,2414,39,3854,1591
5436,282,696,43,2341,39,2221,1591
5197,282,717,43,1583,39,3490,1591
5491,282,615,43,2173,39,3993,1591
6582,282,619,43,1875,39,3486,1591
5411,282,647,43,2245,39,3201,1591
5451,282,590,43,1839,39,2920,1591
5207,282,630,43,1600,39,3726,1591
5249,282,575,43,1880,39,2420,1591
6221,282,802,43,2038,39,2683,1591
5298,282,2222,43,1701,39,2869,1591
5389,282,1346,43,1816,39,3099,1591
5286,282,992,43,1342,39,1828,1591
5249,282,621,43,1415,39,4053,1591
6147,282,894,43,1793,39,2044,1591
5387,282,692,43,2437,39,2400,1591
5376,282,748,43,2545,39,1547,1591
5189,282,672,43,1929,39,2460,1591
5288,282,775,43,1613,39,2310,1591
6786,282,722,43,3182,39,2688,1591
5261,282,659,43,2665,39,2055,1591
5471,282,594,43,1945,39,2748,1591
5212,282,988,43,2141,39,2154,1591
5343,282,631,43,1687,39,1308,1591
6214,282,3085,43,1981,39,3098,1591
5367,282,1157,43,2132,39,2881,1591
5326,282,514,43,1847,39,2656,1591
5261,282,833,43,1692,39,3588,1591
5376,282,521,43,1720,39,3334,1591
6324,282,1615,43,1666,39,2332,1591
5351,282,946,43,2413,39,2628,1591
5474,282,554,43,2239,39,3965,1591
5211,282,562,43,1608,39,2942,1591
5430,282,526,43,2191,39,2922,1591
6580,282,867,43,2028,39,2889,1591
5459,282,760,43,2113,39,2410,1591
5452,282,1708,43,1843,39,2847,1591
5224,282,961,43,1562,39,2504,1591
5201,282,508,43,1898,39,2005,1591
6147,282,613,43,2042,39,2304,1591
5298,282,1625,43,1699,39,2024,1591
5399,282,1475,43,1792,39,1396,1591
5214,282,1160,43,1350,39,1905,1591
5306,282,530,43,1448,39,2799,1591
6179,282,614,43,1853,39,1749,1591
5385,282,617,43,2386,39,2472,1591
5484,282,649,43,2405,39,2604,1591
5234,282,807,43,2138,39,3036,1591
5389,282,803,43,1551,39,2459,1591
12596,282,1411,43,5453,39,2639,1591
5866,282,3022,43,2759,39,2720,1591
5500,282,2065,43,2057,39,2172,1591
5186,282,1455,43,2119,39,3005,1591
5386,282,760,43,1692,39,3183,1591
6214,282,687,43,1998,39,3491,1591
5363,282,1439,43,2009,39,3661,1591
5374,282,548,43,1890,39,3614,1591
5307,282,539,43,1713,39,2317,1591
5307,282,780,43,1733,39,3843,1591
6285,282,818,43,1668,39,3434,1591
5320,282,1074,43,2415,39,3467,1591
5531,282,815,43,2280,39,3797,1591
5251,282,459,43,1584,39,3131,1591
5455,282,441,43,2241,39,2866,1591
6519,282,449,43,2014,39,3683,1591
5441,282,445,43,2057,39,3455,1591
5459,282,430,43,1836,39,3139,1591
5354,282,408,43,1603,39,3318,1591
5188,282,380,43,1877,39,2993,1591
6175,282,499,43,2045,39,3206,1591
5301,282,384,43,1738,39,2848,1591
5451,282,432,43,1775,39,2232,1591
5356,282,426,43,1323,39,2110,1591
5326,282,419,43,1480,39,2934,1591
6179,282,361,43,1821,39,1971,1591
5414,282,387,43,2356,39,3041,1591
5454,282,398,43,2392,39,2364,1591
5306,282,396,43,2228,39,3128,1591
5249,282,449,43,1554,39,942,1591
6812,282,452,43,3199,39,2241,1591
5323,282,426,43,2657,39,1782,1591
5449,282,447,43,1929,39,2630,1591
5260,282,518,43,2092,39,1599,1591
5355,282,401,43,1648,39,2462,1591
6170,282,909,43,2144,39,1544,1591
5393,282,347,43,1965,39,2497,1591
5294,282,373,43,1854,39,1880,1591
5308,282,384,43,1746,39,2384,1591
5277,282,347,43,1692,39,1876,1591
6295,282,644,43,1621,39,2036,1591
5320,282,1579,43,2412,39,1928,1591
5473,282,4775,43,2273,39,2648,1591
5335,282,7617,43,1746,39,2323,1591
5378,282,10092,43,2209,39,2587,1591
6546,282,1376,43,1863,39,2120,1591
5574,282,1306,43,2072,39,1625,1591
5373,282,1396,43,1795,39,2450,1591
5355,282,1125,43,1579,39,2633,1591
5180,282,1116,43,1830,39,1960,1591
6156,282,1210,43,2077,39,2899,1591
5318,282,1115,43,1740,39,3185,1591
5354,282,1081,43,1757,39,3198,1591
5287,282,1197,43,1373,39,1828,1591
5319,282,821,43,1461,39,2487,1591
6164,282,1043,43,1837,39,1774,1591
5408,282,1320,43,2380,39,2341,1591
5577,282,1002,43,2403,39,2098,1591
5291,282,1326,43,2183,39,2023,1591
5313,282,691,43,1552,39,1513,1591
8274,282,1528,43,4939,39,2570,1591
5386,282,2154,43,3242,39,1583,1591
5407,282,1161,43,1919,39,1299,1591
5286,282,577,43,2144,39,962,1591
5300,282,377,43,1678,39,1802,1591
6218,282,394,43,1952,39,1030,1591
5352,282,348,43,2015,39,1158,1591
5260,282,329,43,1823,39,986,1591
5251,282,333,43,1733,39,1249,1591
5246,282,397,43,1766,39,910,1591
6259,282,1064,43,1640,39,1042,1591
5359,282,476,43,2489,39,1483,1591
5361,282,449,43,2266,39,2652,1591
5159,282,1717,43,1657,39,959,1591
5411,282,1428,43,2302,39,1144,1591
6502,282,309,43,1765,39,950,1591
5458,282,310,43,2173,39,1298,1591
5321,282,383,43,1765,39,1019,1591
5202,282,1909,43,1548,39,1430,1591
5107,282,282,43,1890,39,1598,1591
6153,282,298,43,2050,39,1230,1591
5281,282,291,43,1726,39,1524,1591
5328,282,281,43,1799,39,1944,1591
5171,282,300,43,1369,39,1305,1591
5247,282,254,43,1423,39,996,1591
